"0.037621","K00001","alcohol dehydrogenase [EC:1.1.1.1]"
"0.048524","K00003","homoserine dehydrogenase [EC:1.1.1.3]"
"0.050361","K00014","shikimate dehydrogenase [EC:1.1.1.25]"
"0.042555","K00016","L-lactate dehydrogenase [EC:1.1.1.27]"
"0.05067","K00024","malate dehydrogenase [EC:1.1.1.37]"
"0.045079","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"0.044417","K00036","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"0.048986","K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"0.049463","K00053","ketol-acid reductoisomerase [EC:1.1.1.86]"
"0.051605","K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"0.043764","K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"0.044008","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"0.051624","K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"0.051583","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"0.049774","K00088","IMP dehydrogenase [EC:1.1.1.205]"
"0.049121","K00099","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"0.050245","K00133","aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"
"0.049991","K00134","glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"0.037568","K00135","succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"0.046466","K00147","glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"0.051347","K00215","4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]"
"0.048675","K00239","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"0.047604","K00240","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"0.042058","K00244","fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"0.04926","K00262","glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"0.047877","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"0.050044","K00287","dihydrofolate reductase [EC:1.5.1.3]"
"0.05011","K00297","methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"0.047955","K00355","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"0.046002","K00368","nitrite reductase (NO-forming) [EC:1.7.2.1]"
"0.048481","K00382","dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
"0.049806","K00384","thioredoxin reductase (NADPH) [EC:1.8.1.9]"
"0.050695","K00525","ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"
"0.049479","K00526","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"0.031888","K00548","5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"0.047747","K00549","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"0.044529","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"0.050423","K00560","thymidylate synthase [EC:2.1.1.45]"
"0.051717","K00566","tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"0.049804","K00588","caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]"
"0.050249","K00600","glycine hydroxymethyltransferase [EC:2.1.2.1]"
"0.051439","K00602","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]"
"0.051738","K00604","methionyl-tRNA formyltransferase [EC:2.1.2.9]"
"0.050965","K00609","aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
"0.046259","K00611","ornithine carbamoyltransferase [EC:2.1.3.3]"
"0.051238","K00615","transketolase [EC:2.2.1.1]"
"0.048943","K00616","transaldolase [EC:2.2.1.2]"
"0.042822","K00627","pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"0.048933","K00640","serine O-acetyltransferase [EC:2.3.1.30]"
"0.042331","K00641","homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]"
"0.04894","K00645","[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"0.028966","K00647","3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"
"0.049783","K00648","3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"0.049652","K00655","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]"
"0.04916","K00656","formate C-acetyltransferase [EC:2.3.1.54]"
"0.045829","K00658","2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"0.050148","K00674","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]"
"0.034299","K00677","UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]"
"0.048514","K00688","glycogen phosphorylase [EC:2.4.1.1]"
"0.049752","K00700","1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"0.048982","K00705","4-alpha-glucanotransferase [EC:2.4.1.25]"
"0.050313","K00721","dolichol-phosphate mannosyltransferase [EC:2.4.1.83]"
"0.034826","K00748","lipid-A-disaccharide synthase [EC:2.4.1.182]"
"0.051517","K00759","adenine phosphoribosyltransferase [EC:2.4.2.7]"
"0.049765","K00760","hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"0.051432","K00761","uracil phosphoribosyltransferase [EC:2.4.2.9]"
"0.051046","K00762","orotate phosphoribosyltransferase [EC:2.4.2.10]"
"0.050828","K00763","nicotinate phosphoribosyltransferase [EC:6.3.4.21]"
"0.05173","K00764","amidophosphoribosyltransferase [EC:2.4.2.14]"
"0.041495","K00765","ATP phosphoribosyltransferase [EC:2.4.2.17]"
"0.045516","K00766","anthranilate phosphoribosyltransferase [EC:2.4.2.18]"
"0.046125","K00788","thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]"
"0.051219","K00789","S-adenosylmethionine synthetase [EC:2.5.1.6]"
"0.049468","K00790","UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]"
"0.051786","K00791","tRNA dimethylallyltransferase [EC:2.5.1.75]"
"0.045623","K00793","riboflavin synthase [EC:2.5.1.9]"
"0.048822","K00794","6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
"0.05042","K00796","dihydropteroate synthase [EC:2.5.1.15]"
"0.049154","K00797","spermidine synthase [EC:2.5.1.16]"
"0.023886","K00799","glutathione S-transferase [EC:2.5.1.18]"
"0.050695","K00800","3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"
"0.051486","K00806","undecaprenyl diphosphate synthase [EC:2.5.1.31]"
"0.045623","K00812","aspartate aminotransferase [EC:2.6.1.1]"
"0.048198","K00817","histidinol-phosphate aminotransferase [EC:2.6.1.9]"
