"-0.03117","-0.0455","K00001","alcohol dehydrogenase [EC:1.1.1.1]"
"-0.067166","-0.064633","K00003","homoserine dehydrogenase [EC:1.1.1.3]"
"0.040526","0.0087308","K00010","myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]"
"0.038416","0.027645","K00012","UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"-0.014555","-0.018796","K00013","histidinol dehydrogenase [EC:1.1.1.23]"
"-0.036146","-0.042164","K00014","shikimate dehydrogenase [EC:1.1.1.25]"
"0.047327","0.050411","K00018","glycerate dehydrogenase [EC:1.1.1.29]"
"0.0098594","-0.023328","K00024","malate dehydrogenase [EC:1.1.1.37]"
"-0.063955","-0.073947","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"-0.087292","-0.084723","K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"-0.083972","-0.077436","K00053","ketol-acid reductoisomerase [EC:1.1.1.86]"
"0.019458","0.0047278","K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"0.036718","0.037839","K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"-0.0095553","-0.0075506","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"-0.022449","-0.026636","K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"0.063271","0.058507","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"0.0066741","-0.02117","K00088","IMP dehydrogenase [EC:1.1.1.205]"
"0.067059","0.03006","K00099","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"-0.031175","-0.034537","K00133","aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"
"-0.023489","-0.041758","K00134","glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"-0.029258","-0.016268","K00215","4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]"
"0.028876","-0.012921","K00239","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"0.029895","-0.001193","K00240","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"0.039397","0.0032471","K00241","succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
"-0.033407","-0.0027507","K00244","fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"0.085343","0.074302","K00262","glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"0.068163","0.070872","K00266","glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]"
"-0.086237","-0.082774","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"-0.041359","-0.043778","K00287","dihydrofolate reductase [EC:1.5.1.3]"
"-0.083663","-0.072585","K00297","methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"-0.067259","-0.050909","K00355","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"-0.039944","-0.078024","K00368","nitrite reductase (NO-forming) [EC:1.7.2.1]"
"-0.063203","-0.079821","K00382","dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
"0.018269","0.010326","K00384","thioredoxin reductase (NADPH) [EC:1.8.1.9]"
"0.080145","0.090759","K00432","glutathione peroxidase [EC:1.11.1.9]"
"0.006822","0.041168","K00525","ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"
"-0.068975","-0.045833","K00526","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"-0.024116","-0.0049827","K00548","5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"-0.070277","-0.060197","K00549","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"0.066658","0.07178","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"-0.003013","-0.010948","K00560","thymidylate synthase [EC:2.1.1.45]"
"0.019312","0.046978","K00566","tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"0.03654","0.053582","K00588","caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]"
"-0.0072479","0.013575","K00600","glycine hydroxymethyltransferase [EC:2.1.2.1]"
"0.08283","0.087691","K00602","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]"
"-0.0088981","-0.025416","K00604","methionyl-tRNA formyltransferase [EC:2.1.2.9]"
"0.040843","0.045748","K00609","aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
"-0.070347","-0.063042","K00611","ornithine carbamoyltransferase [EC:2.1.3.3]"
"0.0098198","0.027506","K00615","transketolase [EC:2.2.1.1]"
"-0.08417","-0.080621","K00616","transaldolase [EC:2.2.1.2]"
"-0.059953","-0.052061","K00640","serine O-acetyltransferase [EC:2.3.1.30]"
"-0.0023572","0.051019","K00645","[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"0.025362","0.010819","K00647","3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"
"0.033861","0.044266","K00648","3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"-0.022609","-0.057591","K00655","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]"
"-0.011854","0.0068666","K00656","formate C-acetyltransferase [EC:2.3.1.54]"
"0.072972","0.07919","K00677","UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]"
"-0.011595","0.00768","K00688","glycogen phosphorylase [EC:2.4.1.1]"
"0.032768","0.0020967","K00700","1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"0.079935","0.080525","K00705","4-alpha-glucanotransferase [EC:2.4.1.25]"
"0.063267","0.04141","K00721","dolichol-phosphate mannosyltransferase [EC:2.4.1.83]"
"0.027625","0.042002","K00748","lipid-A-disaccharide synthase [EC:2.4.1.182]"
"0.05734","0.04628","K00759","adenine phosphoribosyltransferase [EC:2.4.2.7]"
"0.034911","0.043609","K00760","hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"0.057275","0.041724","K00761","uracil phosphoribosyltransferase [EC:2.4.2.9]"
"0.0073919","-0.0026089","K00762","orotate phosphoribosyltransferase [EC:2.4.2.10]"
"0.03457","0.042537","K00763","nicotinate phosphoribosyltransferase [EC:6.3.4.21]"
"0.077621","0.078151","K00764","amidophosphoribosyltransferase [EC:2.4.2.14]"
"0.068098","0.062781","K00788","thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]"
"0.07563","0.054584","K00789","S-adenosylmethionine synthetase [EC:2.5.1.6]"
"-0.033528","-0.0016543","K00790","UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]"
"0.089349","0.084555","K00791","tRNA dimethylallyltransferase [EC:2.5.1.75]"
"0.027871","0.018968","K00793","riboflavin synthase [EC:2.5.1.9]"
"0.03826","0.023124","K00794","6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
"0.0046593","0.0013281","K00796","dihydropteroate synthase [EC:2.5.1.15]"
"-0.059131","-0.082759","K00797","spermidine synthase [EC:2.5.1.16]"
"0.026625","0.0222","K00800","3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"
"0.05155","0.041138","K00806","undecaprenyl diphosphate synthase [EC:2.5.1.31]"
"0.043113","0.035013","K00812","aspartate aminotransferase [EC:2.6.1.1]"
"-0.059431","-0.06435","K00817","histidinol-phosphate aminotransferase [EC:2.6.1.9]"
"-0.020772","-0.038193","K00820","glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]"
"-0.062301","-0.037673","K00826","branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"0.038412","0.032556","K00831","phosphoserine aminotransferase [EC:2.6.1.52]"
"-0.0049358","-0.0057685","K00845","glucokinase [EC:2.7.1.2]"
"0.039396","0.01341","K00847","fructokinase [EC:2.7.1.4]"
"0.031263","-0.012317","K00849","galactokinase [EC:2.7.1.6]"
"0.045879","0.067638","K00850","6-phosphofructokinase 1 [EC:2.7.1.11]"
"-0.0022348","-0.033724","K00852","ribokinase [EC:2.7.1.15]"
"0.050584","0.046013","K00858","NAD+ kinase [EC:2.7.1.23]"
"0.081572","0.082741","K00859","dephospho-CoA kinase [EC:2.7.1.24]"
"0.00055001","0.002269","K00868","pyridoxine kinase [EC:2.7.1.35]"
"-0.022138","-0.0084711","K00873","pyruvate kinase [EC:2.7.1.40]"
"0.075019","0.080655","K00876","uridine kinase [EC:2.7.1.48]"
"-0.02095","-0.0096114","K00891","shikimate kinase [EC:2.7.1.71]"
"0.018981","0.040123","K00912","tetraacyldisaccharide 4-kinase [EC:2.7.1.130]"
"0.070922","0.036149","K00919","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]"
"-0.04633","-0.048137","K00925","acetate kinase [EC:2.7.2.1]"
"0.050525","0.059632","K00927","phosphoglycerate kinase [EC:2.7.2.3]"
"0.0032391","0.0033447","K00928","aspartate kinase [EC:2.7.2.4]"
"0.058229","0.053836","K00939","adenylate kinase [EC:2.7.4.3]"
"0.082493","0.073961","K00941","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]"
"0.038149","0.018393","K00942","guanylate kinase [EC:2.7.4.8]"
"-0.083627","-0.079208","K00943","dTMP kinase [EC:2.7.4.9]"
"0.073948","0.085045","K00945","CMP/dCMP kinase [EC:2.7.4.25]"
"0.0050293","-0.021123","K00946","thiamine-monophosphate kinase [EC:2.7.4.16]"
"0.002303","0.041464","K00948","ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"0.055723","0.057815","K00950","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"0.059433","0.071502","K00951","GTP pyrophosphokinase [EC:2.7.6.5]"
"0.059739","0.050957","K00954","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"-0.079557","-0.075585","K00963","UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"0.026774","0.051086","K00969","nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]"
"0.08436","0.076987","K00971","mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"0.021753","0.011742","K00973","glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"-0.023501","-0.026329","K00975","glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"0.033715","0.045208","K00979","3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]"
"-0.04396","-0.053495","K00981","phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"0.081368","0.070499","K00991","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]"
"-0.061403","-0.083531","K00995","CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"
"-0.049721","-0.055659","K00997","holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"
"0.03218","0.027819","K01000","phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]"
"-0.018003","-0.048579","K01069","hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
"0.047891","0.029025","K01077","alkaline phosphatase [EC:3.1.3.1]"
"-0.032785","-0.034208","K01079","phosphoserine phosphatase [EC:3.1.3.3]"
"0.040728","0.010916","K01081","5-nucleotidase [EC:3.1.3.5]"
"0.057109","0.06983","K01091","phosphoglycolate phosphatase [EC:3.1.3.18]"
"-0.068069","-0.078328","K01092","myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
