"0.024117","K00001","alcohol dehydrogenase [EC:1.1.1.1]"
"0.0069577","K00002","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"0.027064","K00003","homoserine dehydrogenase [EC:1.1.1.3]"
"0.0066905","K00004","(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]"
"0.028061","K00005","glycerol dehydrogenase [EC:1.1.1.6]"
"-0.016564","K00007","D-arabinitol 4-dehydrogenase [EC:1.1.1.11]"
"0.0093292","K00008","L-iditol 2-dehydrogenase [EC:1.1.1.14]"
"0.014062","K00009","mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"
"0.022331","K00010","myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]"
"0.0022479","K00011","aldehyde reductase [EC:1.1.1.21]"
"0.028648","K00012","UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"0.02774","K00013","histidinol dehydrogenase [EC:1.1.1.23]"
"0.028384","K00014","shikimate dehydrogenase [EC:1.1.1.25]"
"0.027141","K00015","glyoxylate reductase [EC:1.1.1.26]"
"0.029509","K00016","L-lactate dehydrogenase [EC:1.1.1.27]"
"0.025852","K00018","glycerate dehydrogenase [EC:1.1.1.29]"
"0.012456","K00019","3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"
"0.0019999","K00020","3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
"-0.014009","K00021","hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"
"0.0078607","K00023","acetoacetyl-CoA reductase [EC:1.1.1.36]"
"0.028444","K00024","malate dehydrogenase [EC:1.1.1.37]"
"0.022111","K00027","malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"
"0.0072846","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"
"-0.011115","K00030","isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"0.0077225","K00031","isocitrate dehydrogenase [EC:1.1.1.42]"
"-0.01274","K00032","phosphogluconate 2-dehydrogenase [EC:1.1.1.43]"
"0.01992","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"0.0091112","K00034","glucose 1-dehydrogenase [EC:1.1.1.47]"
"0.013679","K00036","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"0.016972","K00038","3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]"
"0.0080037","K00039","ribitol 2-dehydrogenase [EC:1.1.1.56]"
"-0.0012392","K00040","fructuronate reductase [EC:1.1.1.57]"
"0.014703","K00041","tagaturonate reductase [EC:1.1.1.58]"
"-0.0038351","K00042","2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"-0.012902","K00043","4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"
"0.01119","K00045","mannitol 2-dehydrogenase [EC:1.1.1.67]"
"0.0266","K00048","lactaldehyde reductase [EC:1.1.1.77]"
"0.023661","K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"0.027371","K00053","ketol-acid reductoisomerase [EC:1.1.1.86]"
"0.023476","K00054","hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]"
"0.0019962","K00055","aryl-alcohol dehydrogenase [EC:1.1.1.90]"
"0.030724","K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"0.022466","K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"0.027077","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"0.01387","K00060","threonine 3-dehydrogenase [EC:1.1.1.103]"
"-0.012979","K00064","D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]"
"0.022649","K00065","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]"
"-0.016559","K00066","GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"0.028195","K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"0.012897","K00068","sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]"
"0.022928","K00073","ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]"
"0.018908","K00074","3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"
"0.030757","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"0.00055955","K00076","7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"0.023151","K00077","2-dehydropantoate 2-reductase [EC:1.1.1.169]"
"0.024903","K00086","1,3-propanediol dehydrogenase [EC:1.1.1.202]"
"0.026519","K00087","xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"
"0.030613","K00088","IMP dehydrogenase [EC:1.1.1.205]"
"0.025413","K00090","glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"-0.009014","K00096","glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"
"0.00038701","K00097","4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]"
"0.026888","K00099","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"0.0066859","K00100","butanol dehydrogenase [EC:1.1.1.-]"
"0.0095972","K00101","L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"
"-0.0069143","K00102","D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"
"-0.018765","K00103","L-gulonolactone oxidase [EC:1.1.3.8]"
"-0.0061586","K00104","glycolate oxidase [EC:1.1.3.15]"
"0.01823","K00105","alpha-glycerophosphate oxidase [EC:1.1.3.21]"
